delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delivery_difference_hours
3341,fedex,documents,bike,same day,south,rainy,155.8,10.16,5,8,no,delivered,5,909.48,-3
3342,ekart,fragile items,truck,two day,north,foggy,223.6,16.13,9,16,no,delivered,5,1166.39,-7
3343,delhivery,clothing,ev bike,two day,central,cold,279.2,28.16,7,16,no,delivered,5,1480.48,-9
3344,shadowfax,documents,truck,same day,south,clear,180.2,23.91,7,8,no,delivered,5,1072.73,-1
3345,fedex,fragile items,truck,two day,south,cold,106.7,19.02,3,16,no,delivered,4,590.56,-13
3346,xpressbees,pharmacy,ev van,standard,east,clear,154.0,33.81,5,24,no,delivered,5,871.43,-19
3347,shadowfax,furniture,ev van,two day,west,rainy,283.8,14.27,15,16,no,delivered,5,1461.81,-1
3348,blue dart,pharmacy,truck,same day,north,stormy,55.8,19.59,8,8,yes,failed,1,437.77,0
3349,blue dart,automobile parts,bike,express,east,rainy,272.0,27.64,12,7,yes,delayed,3,1492.92,5
3350,amazon logistics,documents,ev bike,express,east,cold,249.7,21.11,10,6,yes,delayed,2,1361.83,4
3351,blue dart,documents,ev bike,express,west,hot,111.2,17.12,2,4,no,delivered,5,657.36,-2
3352,ecom express,furniture,scooter,two day,central,stormy,263.4,47.91,16,16,yes,delayed,2,1460.73,0
3353,delhivery,fragile items,bike,express,west,foggy,225.0,13.31,11,6,yes,delayed,3,1214.93,5
3354,xpressbees,furniture,bike,standard,west,cold,284.6,17.14,9,24,no,delivered,5,1474.42,-15
3355,ecom express,cosmetics,scooter,two day,central,foggy,153.1,5.44,8,16,no,delivered,3,781.82,-8
3356,dhl,fragile items,ev bike,same day,east,cold,215.3,49.34,9,8,yes,failed,1,1324.52,1
3357,delhivery,automobile parts,ev van,express,north,cold,106.6,40.85,5,4,yes,delayed,3,705.55,1
3358,amazon logistics,furniture,bike,same day,central,hot,115.4,10.35,6,8,no,delivered,3,708.05,-2
3359,blue dart,furniture,van,express,central,hot,54.9,10.13,3,3,yes,delayed,2,354.89,0
3360,fedex,electronics,ev van,same day,central,stormy,173.1,19.37,7,8,no,delivered,5,1023.61,-1
3361,ecom express,electronics,bike,standard,central,cold,3.6,21.53,2,24,no,delivered,4,95.6674,-22
3362,xpressbees,furniture,ev van,express,central,stormy,275.7,20.48,14,7,yes,failed,2,1489.94,7
3363,delhivery,cosmetics,bike,express,west,cold,100.1,21.15,4,4,yes,failed,1,613.95,0
3364,amazon logistics,fragile items,scooter,two day,north,rainy,187.1,16.5,10,16,no,delivered,4,985.0,-6
3365,blue dart,groceries,bike,two day,west,foggy,292.3,10.47,14,16,no,delivered,4,1492.91,-2
3366,xpressbees,pharmacy,ev bike,two day,north,clear,126.1,13.63,7,16,no,delivered,5,671.39,-9
3367,shadowfax,fragile items,van,express,north,clear,22.4,14.89,1,2,no,delivered,5,206.67,-1
3368,ekart,documents,van,express,west,rainy,113.2,27.45,7,4,yes,delayed,2,698.35,3
3369,dhl,clothing,truck,same day,central,cold,294.2,4.03,7,8,no,delivered,4,1583.09,-1
3370,blue dart,automobile parts,scooter,express,south,rainy,287.4,8.92,10,7,yes,delayed,2,1513.76,3
3371,ecom express,furniture,ev bike,same day,north,hot,205.0,27.42,5,8,no,delivered,4,1207.26,-3
3372,ekart,clothing,van,same day,east,rainy,204.3,16.06,7,8,no,delivered,4,1169.68,-1
3373,ekart,documents,ev bike,two day,south,hot,145.5,28.99,3,16,no,delivered,5,814.47,-13
3374,fedex,documents,truck,express,central,rainy,151.9,41.9,8,5,yes,delayed,2,935.2,3
3375,xpressbees,clothing,ev bike,standard,north,foggy,166.4,43.38,10,24,no,delivered,5,962.14,-14
3376,fedex,groceries,ev van,express,central,hot,119.5,6.29,5,4,yes,delayed,3,666.37,1
3377,fedex,fragile items,truck,two day,south,cold,245.3,12.29,9,16,no,delivered,4,1263.37,-7
3378,shadowfax,cosmetics,scooter,express,south,foggy,272.6,35.49,10,7,yes,delayed,2,1519.47,3
3379,amazon logistics,automobile parts,ev bike,express,west,stormy,258.9,26.82,13,7,yes,failed,1,1424.96,6
3380,dhl,fragile items,ev bike,express,central,stormy,85.5,4.02,6,3,yes,delayed,2,489.56,3
3381,amazon logistics,documents,van,express,east,foggy,61.1,45.08,3,3,yes,failed,2,490.74,0
3382,amazon logistics,electronics,van,two day,east,foggy,292.7,33.3,12,16,no,delivered,5,1563.4,-4
3383,ecom express,clothing,ev van,same day,west,cold,47.9,1.0,3,8,no,delivered,5,342.5,-5
3384,ecom express,fragile items,scooter,two day,west,foggy,112.6,13.6,4,16,no,delivered,4,603.8,-12
3385,amazon logistics,groceries,bike,standard,west,hot,16.0,49.07,1,24,no,delivered,3,227.21,-23
3386,ekart,cosmetics,truck,same day,north,foggy,63.8,21.75,4,8,no,delivered,4,484.25,-4
3387,xpressbees,furniture,bike,standard,central,stormy,128.8,11.12,11,24,no,delivered,3,677.36,-13
3388,xpressbees,automobile parts,ev bike,standard,north,stormy,19.3,9.03,6,24,no,delivered,4,123.59,-18
3389,ekart,furniture,ev van,two day,south,rainy,172.7,6.5,6,16,no,delivered,4,883.0,-10
3390,xpressbees,automobile parts,ev bike,express,west,rainy,129.7,35.22,4,4,yes,delayed,3,804.16,0
3391,ekart,documents,scooter,express,south,hot,129.8,35.71,5,4,yes,delayed,2,806.13,1
3392,fedex,cosmetics,ev van,standard,east,cold,229.0,35.45,8,24,no,delivered,4,1251.35,-16
3393,amazon logistics,furniture,bike,standard,north,hot,119.2,45.28,5,24,no,delivered,5,731.84,-19
3394,blue dart,clothing,bike,same day,central,stormy,21.5,43.49,7,8,no,delivered,4,337.97,-1
3395,dhl,documents,scooter,same day,south,cold,205.3,3.27,4,8,no,delivered,5,1136.31,-4
3396,amazon logistics,documents,truck,same day,north,hot,209.5,8.79,3,8,no,delivered,4,1173.87,-5
3397,fedex,clothing,ev bike,standard,north,cold,154.6,7.19,6,24,no,delivered,5,794.57,-18
3398,ecom express,automobile parts,scooter,two day,north,foggy,3.6,17.56,5,16,no,delivered,5,95.6674,-11
3399,delhivery,clothing,ev van,standard,west,hot,284.7,18.27,6,24,no,delivered,5,1478.31,-18
3400,xpressbees,pharmacy,ev bike,express,north,cold,91.9,42.57,5,3,yes,delayed,2,637.21,2
3401,amazon logistics,pharmacy,scooter,same day,east,hot,92.5,25.59,3,8,no,delivered,4,639.27,-5
3402,ecom express,furniture,bike,standard,west,foggy,56.3,35.22,5,24,no,delivered,3,387.16,-19
3403,blue dart,pharmacy,ev bike,same day,south,hot,191.4,6.59,8,8,yes,delayed,3,1076.77,0
3404,ecom express,automobile parts,scooter,same day,west,cold,179.0,7.37,3,8,no,delivered,3,1017.11,-5
3405,dhl,automobile parts,scooter,same day,south,stormy,266.7,4.04,17,8,yes,delayed,2,1445.62,9
3406,dhl,fragile items,ev bike,express,east,rainy,188.0,8.64,8,5,yes,delayed,3,1015.92,3
3407,dhl,furniture,scooter,two day,north,rainy,82.2,12.55,6,16,no,delivered,5,448.65,-10
3408,shadowfax,cosmetics,van,standard,north,cold,235.7,28.77,5,24,no,delivered,4,1264.81,-19
3409,shadowfax,clothing,ev van,same day,north,rainy,87.6,33.06,6,8,no,delivered,5,637.18,-2
3410,fedex,fragile items,ev bike,express,north,cold,268.9,37.47,4,7,no,delivered,5,1506.91,-3
3411,delhivery,clothing,truck,express,south,stormy,32.8,38.85,6,2,yes,failed,1,330.55,4
3412,ecom express,clothing,ev van,standard,south,rainy,127.9,9.76,6,24,no,delivered,3,668.78,-18
3413,blue dart,fragile items,ev bike,same day,south,rainy,294.0,3.91,13,8,yes,delayed,3,1581.73,5
3414,delhivery,cosmetics,van,standard,north,clear,227.0,20.56,9,24,no,delivered,4,1196.68,-15
3415,shadowfax,clothing,truck,express,west,stormy,104.0,47.46,7,4,yes,delayed,2,712.38,3
3416,dhl,automobile parts,truck,express,central,hot,223.8,24.9,4,6,no,delivered,5,1243.7,-2
3417,shadowfax,clothing,van,standard,west,hot,5.5,39.96,1,24,no,delivered,5,147.38,-23
3418,amazon logistics,electronics,ev van,two day,north,stormy,6.3,44.78,7,16,no,delivered,5,165.84,-9
3419,delhivery,automobile parts,truck,express,west,stormy,122.1,27.5,9,4,yes,delayed,3,743.0,5
3420,ekart,documents,ev bike,two day,south,rainy,287.6,10.89,10,16,no,delivered,3,1470.67,-6
3421,fedex,documents,van,same day,south,hot,170.5,37.9,5,8,no,delivered,4,1066.2,-3
3422,amazon logistics,fragile items,scooter,express,west,stormy,31.2,29.78,4,2,yes,delayed,3,295.34,2
3423,shadowfax,pharmacy,bike,same day,south,cold,173.7,48.29,7,8,no,delivered,4,1113.37,-1
3424,dhl,furniture,ev bike,express,central,cold,270.8,29.93,12,7,yes,delayed,2,1493.79,5
3425,shadowfax,automobile parts,truck,express,central,cold,172.7,45.63,7,5,yes,delayed,3,1050.39,2
3426,ecom express,electronics,truck,two day,west,cold,85.7,22.28,5,16,no,delivered,5,495.34,-11
3427,fedex,automobile parts,bike,same day,east,hot,292.0,49.48,8,8,yes,delayed,2,1632.7206,0
3428,amazon logistics,documents,ev bike,two day,south,rainy,282.4,21.54,8,16,no,delivered,3,1476.62,-8
3429,amazon logistics,pharmacy,scooter,two day,west,rainy,141.9,11.2,7,16,no,delivered,4,743.1,-9
3430,ekart,documents,truck,two day,east,hot,251.4,26.03,9,16,no,delivered,3,1335.09,-7
3431,ekart,documents,van,express,west,rainy,92.8,1.02,7,3,yes,delayed,2,517.06,4
3432,xpressbees,documents,scooter,express,north,stormy,67.0,36.63,6,3,yes,delayed,3,494.89,3
3433,blue dart,pharmacy,bike,two day,south,hot,136.0,36.27,2,16,no,delivered,5,788.81,-14
3434,dhl,fragile items,ev bike,two day,north,rainy,267.1,43.29,8,16,no,delivered,5,1465.37,-8
3435,ekart,clothing,bike,express,east,clear,229.9,36.07,6,6,yes,failed,2,1307.71,0
3436,shadowfax,pharmacy,bike,same day,west,clear,297.1,1.99,12,8,yes,delayed,3,1599.97,4
3437,ekart,fragile items,scooter,same day,north,hot,236.6,44.46,6,8,no,delivered,5,1416.38,-2
3438,shadowfax,cosmetics,ev van,standard,central,clear,236.0,26.79,5,24,no,delivered,4,1260.37,-19
3439,ecom express,automobile parts,ev bike,standard,central,hot,254.0,30.53,9,24,no,delivered,3,1361.59,-15
3440,amazon logistics,electronics,ev bike,standard,south,clear,14.2,20.83,3,24,no,delivered,4,133.49,-21
3441,ecom express,groceries,scooter,express,north,hot,214.4,21.37,5,6,no,delivered,3,1186.11,-1
3442,delhivery,groceries,ev van,two day,west,stormy,24.4,19.04,4,16,no,delivered,5,179.12,-12
3443,fedex,furniture,bike,express,west,rainy,150.1,39.82,5,5,yes,delayed,3,919.96,0
3444,blue dart,documents,bike,two day,west,rainy,143.9,0.67,8,16,no,delivered,5,720.55,-8
3445,ecom express,documents,van,express,north,stormy,226.4,9.24,14,6,yes,delayed,3,1209.72,8
3446,xpressbees,fragile items,van,express,east,stormy,282.1,37.47,11,7,yes,delayed,3,1572.91,4
3447,ekart,documents,scooter,express,south,cold,52.5,20.55,3,3,yes,delayed,2,374.15,0
3448,shadowfax,automobile parts,scooter,same day,south,hot,279.8,21.31,5,8,no,delivered,5,1562.93,-3
3449,shadowfax,electronics,scooter,same day,east,stormy,213.2,31.17,11,8,yes,delayed,2,1259.51,3
3450,fedex,groceries,van,express,central,clear,184.1,4.01,5,5,no,delivered,4,982.53,0
3451,fedex,pharmacy,truck,two day,north,cold,222.0,34.55,10,16,no,delivered,5,1213.65,-6
3452,delhivery,automobile parts,van,same day,south,foggy,66.5,38.77,5,8,no,delivered,5,548.81,-3
3453,fedex,cosmetics,scooter,same day,south,cold,19.5,20.02,2,8,no,delivered,5,257.56,-6
3454,dhl,electronics,truck,express,south,rainy,65.1,34.84,7,3,yes,failed,1,480.02,4
3455,amazon logistics,cosmetics,truck,same day,central,foggy,106.6,22.84,5,8,no,delivered,5,701.52,-3
3456,amazon logistics,documents,van,express,north,stormy,129.3,21.01,9,4,yes,delayed,3,759.53,5
3457,xpressbees,fragile items,bike,two day,north,hot,37.0,1.39,2,16,no,delivered,3,189.17,-14
3458,delhivery,cosmetics,ev van,express,west,clear,227.1,49.1,5,6,no,delivered,3,1332.8,-1
3459,amazon logistics,clothing,truck,express,south,hot,166.0,24.29,4,5,no,delivered,3,952.87,-1
3460,dhl,groceries,scooter,express,central,stormy,198.7,43.67,9,5,yes,delayed,2,1174.51,4
3461,dhl,fragile items,ev bike,two day,east,hot,26.5,20.53,1,16,no,delivered,3,194.09,-15
3462,ecom express,automobile parts,van,two day,north,stormy,150.6,14.04,9,16,no,delivered,3,795.12,-7
3463,amazon logistics,pharmacy,bike,express,east,stormy,262.5,37.94,12,7,yes,delayed,3,1476.32,5
3464,delhivery,clothing,ev bike,two day,north,stormy,258.2,38.54,14,16,no,delivered,5,1406.62,-2
3465,dhl,groceries,bike,express,east,stormy,210.7,44.97,11,6,yes,delayed,3,1238.41,5
3466,xpressbees,fragile items,scooter,standard,central,clear,182.2,38.25,8,24,no,delivered,3,1025.75,-16
3467,fedex,pharmacy,truck,standard,east,foggy,277.4,35.18,9,24,no,delivered,4,1492.54,-15
3468,ekart,clothing,ev bike,express,west,cold,33.0,0.67,2,2,no,delivered,5,216.35,0
3469,fedex,documents,ev van,express,south,rainy,13.1,8.6,3,2,yes,failed,1,141.3,1
3470,amazon logistics,clothing,ev bike,express,central,foggy,218.4,28.87,9,6,yes,delayed,2,1228.61,3
3471,ekart,furniture,scooter,express,east,rainy,106.8,28.79,3,4,no,delivered,4,670.37,-1
3472,xpressbees,furniture,ev bike,standard,west,foggy,40.7,32.75,3,24,no,delivered,4,301.75,-21
3473,xpressbees,furniture,ev bike,express,west,hot,281.0,31.74,9,7,yes,delayed,2,1550.22,2
3474,amazon logistics,automobile parts,ev bike,same day,west,hot,7.0,5.63,2,8,no,delivered,4,151.89,-6
3475,ekart,pharmacy,ev bike,express,central,clear,237.1,47.33,8,6,yes,delayed,2,1377.49,2
3476,blue dart,pharmacy,ev bike,express,east,cold,121.5,22.63,4,4,yes,delayed,3,725.39,0
3477,fedex,groceries,truck,standard,north,stormy,114.7,36.76,9,24,no,delivered,4,683.78,-15
3478,fedex,pharmacy,ev van,standard,south,hot,124.4,37.17,3,24,no,delivered,5,733.51,-21
3479,dhl,automobile parts,truck,two day,south,hot,105.5,10.83,4,16,no,delivered,5,559.99,-12
3480,amazon logistics,electronics,bike,two day,east,hot,33.4,20.7,3,16,no,delivered,3,229.1,-13
3481,amazon logistics,groceries,scooter,express,north,cold,213.2,2.91,5,6,no,delivered,5,1124.73,-1
3482,ekart,electronics,van,two day,south,hot,155.6,1.58,5,16,no,delivered,3,782.74,-11
3483,amazon logistics,clothing,van,standard,west,cold,119.7,7.69,4,24,no,delivered,4,621.57,-20
3484,ekart,electronics,ev bike,standard,east,hot,160.4,6.01,4,24,no,delivered,5,820.03,-20
3485,dhl,pharmacy,ev bike,same day,south,cold,144.3,35.92,7,8,no,delivered,3,929.26,-1
3486,delhivery,fragile items,bike,same day,east,stormy,74.4,24.78,8,8,yes,delayed,2,546.34,0
3487,dhl,automobile parts,van,same day,north,rainy,47.4,19.55,4,8,no,delivered,4,395.65,-4
3488,ecom express,documents,truck,express,north,stormy,240.1,8.48,8,6,yes,delayed,3,1275.94,2
3489,dhl,cosmetics,ev van,two day,west,clear,214.7,19.81,7,16,no,delivered,3,1132.93,-9
3490,xpressbees,documents,truck,same day,west,foggy,58.5,40.26,5,8,no,delivered,5,513.28,-3
3491,delhivery,documents,scooter,express,west,hot,37.5,46.05,2,2,yes,delayed,2,375.65,0
3492,shadowfax,pharmacy,scooter,express,south,hot,165.4,19.58,5,5,no,delivered,4,935.74,0
3493,dhl,cosmetics,scooter,express,south,foggy,196.1,35.75,8,5,yes,delayed,2,1137.75,3
3494,xpressbees,pharmacy,van,standard,central,foggy,176.0,42.35,8,24,no,delivered,5,1007.05,-16
3495,ecom express,electronics,bike,standard,west,stormy,83.0,19.84,9,24,no,delivered,3,474.52,-15
3496,fedex,groceries,ev bike,express,north,clear,219.8,14.48,4,6,no,delivered,5,1192.44,-2
3497,delhivery,documents,bike,standard,central,stormy,64.3,18.58,7,24,no,delivered,4,377.24,-17
3498,fedex,electronics,bike,two day,east,foggy,154.2,20.97,6,16,no,delivered,3,833.91,-10
3499,blue dart,electronics,bike,two day,south,hot,57.9,36.21,1,16,no,delivered,5,398.13,-15
3500,fedex,furniture,bike,same day,south,stormy,105.7,14.15,8,8,yes,delayed,2,670.95,0
3501,delhivery,electronics,truck,two day,east,rainy,150.2,7.56,9,16,no,delivered,4,773.68,-7
3502,shadowfax,cosmetics,ev bike,same day,north,stormy,172.2,28.46,8,8,yes,delayed,2,1046.38,0
3503,ekart,electronics,ev van,same day,north,foggy,33.4,1.21,2,8,no,delivered,4,270.63,-6
3504,blue dart,documents,ev bike,two day,east,stormy,107.7,24.31,8,16,no,delivered,5,611.43,-8
3505,delhivery,automobile parts,ev bike,same day,central,stormy,161.8,35.35,12,8,yes,failed,1,1015.05,4
3506,amazon logistics,cosmetics,truck,two day,east,foggy,239.5,13.29,8,16,no,delivered,4,1237.37,-8
3507,amazon logistics,pharmacy,scooter,standard,central,stormy,78.3,0.98,6,24,no,delivered,5,394.44,-18
3508,amazon logistics,electronics,van,two day,west,rainy,237.3,44.32,7,16,no,delivered,5,1319.46,-9
3509,delhivery,electronics,ev van,same day,central,foggy,289.4,18.39,8,8,yes,delayed,3,1602.17,0
3510,dhl,automobile parts,bike,standard,north,hot,194.5,16.81,4,24,no,delivered,5,1022.93,-20
3511,ecom express,fragile items,ev bike,standard,central,stormy,221.8,35.28,7,24,no,delivered,5,1214.84,-17
3512,shadowfax,automobile parts,ev bike,standard,central,clear,240.8,8.67,9,24,no,delivered,4,1230.01,-15
3513,blue dart,fragile items,bike,standard,central,foggy,260.0,34.59,7,24,no,delivered,3,1403.77,-17
3514,blue dart,electronics,scooter,two day,north,rainy,30.2,30.7,2,16,no,delivered,4,243.1,-14
3515,ekart,fragile items,scooter,two day,south,cold,95.4,10.82,4,16,no,delivered,5,509.46,-12
3516,ecom express,furniture,ev van,two day,east,cold,152.4,18.35,4,16,no,delivered,4,817.05,-12
3517,blue dart,cosmetics,van,standard,west,clear,101.2,45.47,6,24,no,delivered,5,642.41,-18
3518,ecom express,groceries,ev bike,same day,west,foggy,67.0,35.38,3,8,no,delivered,3,541.14,-5
3519,xpressbees,cosmetics,truck,two day,central,stormy,274.5,41.62,15,16,no,delivered,5,1497.36,-1
3520,ecom express,fragile items,bike,two day,north,foggy,231.2,21.27,12,16,no,delivered,5,1219.81,-4
3521,amazon logistics,automobile parts,ev bike,standard,south,hot,67.8,31.75,4,24,no,delivered,5,434.25,-20
3522,ekart,furniture,truck,same day,north,clear,73.1,15.61,5,8,no,delivered,5,512.33,-3
3523,amazon logistics,documents,ev van,standard,east,cold,190.1,21.93,10,24,no,delivered,4,1016.29,-14
3524,blue dart,pharmacy,ev van,standard,south,rainy,140.5,48.82,12,24,no,delivered,3,848.96,-12
3525,ekart,furniture,truck,two day,west,rainy,93.0,32.56,9,16,no,delivered,4,562.68,-7
3526,blue dart,clothing,ev van,two day,south,foggy,250.6,11.43,8,16,no,delivered,5,1287.29,-8
3527,blue dart,cosmetics,bike,standard,south,cold,280.2,34.73,6,24,no,delivered,5,1505.19,-18
3528,delhivery,electronics,truck,two day,south,rainy,109.4,49.52,9,16,no,delivered,5,696.13,-7
3529,blue dart,groceries,truck,two day,west,rainy,194.1,34.8,11,16,no,delivered,4,1074.9,-5
3530,blue dart,cosmetics,scooter,same day,central,rainy,101.3,31.02,7,8,no,delivered,3,699.56,-1
3531,dhl,automobile parts,truck,standard,north,clear,286.5,31.24,9,24,no,delivered,3,1526.22,-15
3532,delhivery,pharmacy,ev bike,same day,north,cold,122.0,36.58,7,8,no,delivered,5,819.74,-1
3533,delhivery,automobile parts,van,same day,central,stormy,63.0,48.74,8,8,yes,failed,1,561.22,0
3534,ecom express,fragile items,truck,express,central,stormy,120.2,0.67,7,4,yes,failed,1,651.78,3
3535,delhivery,documents,ev bike,two day,central,clear,96.2,7.77,4,16,no,delivered,5,504.31,-12
3536,delhivery,fragile items,truck,same day,central,clear,153.3,34.3,3,8,no,delivered,4,969.4,-5
3537,delhivery,groceries,van,express,south,rainy,28.9,3.03,4,2,yes,delayed,2,203.59,2
3538,blue dart,pharmacy,scooter,express,north,cold,185.8,39.73,5,5,no,delivered,4,1098.19,0
3539,fedex,clothing,truck,express,west,stormy,232.4,13.3,13,6,yes,delayed,3,1251.9,7
3540,amazon logistics,furniture,ev van,same day,west,hot,79.7,38.76,5,8,no,delivered,4,614.78,-3
3541,xpressbees,cosmetics,van,express,central,rainy,75.9,43.69,5,3,yes,delayed,3,560.57,2
3542,shadowfax,automobile parts,truck,same day,central,clear,100.9,10.51,4,8,no,delivered,4,636.03,-4
3543,delhivery,automobile parts,ev van,express,central,rainy,154.5,45.68,6,5,yes,delayed,2,959.54,1
3544,xpressbees,fragile items,scooter,standard,south,rainy,31.8,5.74,5,24,no,delivered,4,176.22,-19
3545,delhivery,pharmacy,ev bike,standard,south,stormy,166.2,13.31,10,24,no,delivered,4,870.93,-14
3546,shadowfax,fragile items,scooter,standard,east,rainy,198.5,14.6,6,24,no,delivered,4,1036.3,-18
3547,dhl,electronics,scooter,standard,south,cold,293.7,18.19,7,24,no,delivered,4,1523.07,-17
3548,amazon logistics,automobile parts,scooter,standard,west,hot,289.6,35.62,12,24,no,delivered,4,1554.86,-12
3549,ekart,clothing,bike,same day,central,foggy,96.0,9.52,5,8,no,delivered,5,608.56,-3
3550,shadowfax,groceries,van,same day,west,stormy,200.3,21.99,10,8,yes,delayed,2,1167.47,2
3551,dhl,automobile parts,van,standard,north,hot,220.1,43.74,8,24,no,delivered,4,1231.72,-16
3552,fedex,cosmetics,scooter,express,central,hot,249.8,2.0,7,7,yes,delayed,2,1305.0,0
3553,ecom express,fragile items,ev bike,express,south,clear,26.6,28.58,2,2,no,delivered,4,268.74,0
3554,xpressbees,cosmetics,truck,same day,south,stormy,39.7,30.77,7,8,no,delivered,3,390.81,-1
3555,dhl,pharmacy,scooter,same day,east,foggy,90.2,14.25,6,8,no,delivered,4,593.75,-2
3556,fedex,clothing,scooter,same day,north,rainy,81.0,39.88,4,8,no,delivered,4,624.64,-4
3557,xpressbees,automobile parts,ev bike,express,west,stormy,234.9,47.19,8,6,yes,delayed,2,1366.07,2
3558,dhl,pharmacy,scooter,standard,west,rainy,244.7,17.4,12,24,no,delivered,5,1275.7,-12
3559,blue dart,cosmetics,van,two day,east,rainy,140.8,42.13,11,16,no,delivered,4,830.39,-5
3560,fedex,groceries,bike,two day,south,stormy,143.2,12.28,10,16,no,delivered,5,752.84,-6
3561,delhivery,automobile parts,ev bike,two day,south,clear,156.1,12.03,5,16,no,delivered,3,816.59,-11
3562,blue dart,furniture,van,same day,west,foggy,10.5,27.83,4,8,no,delivered,3,235.99,-4
3563,dhl,clothing,ev bike,express,central,hot,119.8,26.67,4,4,no,delivered,4,729.01,0
3564,amazon logistics,clothing,van,same day,east,foggy,28.4,45.49,4,8,no,delivered,3,378.47,-4
3565,amazon logistics,cosmetics,ev bike,two day,central,rainy,40.8,22.68,3,16,no,delivered,4,272.04,-13
3566,ekart,cosmetics,van,standard,east,rainy,205.8,28.39,8,24,no,delivered,5,1114.17,-16
3567,dhl,clothing,ev van,same day,north,foggy,163.8,17.37,9,8,yes,failed,1,971.11,1
3568,blue dart,cosmetics,ev bike,same day,central,hot,131.2,11.18,7,8,no,delivered,4,789.54,-1
3569,xpressbees,automobile parts,van,two day,south,clear,227.9,35.46,9,16,no,delivered,4,1245.88,-7
3570,ekart,furniture,van,same day,west,stormy,174.7,3.32,10,8,yes,delayed,3,983.46,2
3571,amazon logistics,automobile parts,truck,two day,east,hot,79.5,43.11,3,16,no,delivered,5,526.83,-13
3572,amazon logistics,clothing,ev bike,two day,west,rainy,199.3,45.77,6,16,no,delivered,5,1133.81,-10
3573,xpressbees,groceries,ev bike,two day,west,hot,86.9,26.5,4,16,no,delivered,4,514.0,-12
3574,ekart,pharmacy,bike,standard,central,foggy,34.2,4.01,5,24,no,delivered,3,183.03,-19
3575,ecom express,groceries,scooter,same day,central,clear,286.7,16.88,8,8,yes,delayed,2,1584.14,0
3576,xpressbees,electronics,van,same day,south,hot,250.2,3.17,10,8,yes,delayed,3,1360.51,2
3577,shadowfax,furniture,truck,standard,north,hot,164.7,11.74,4,24,no,delivered,4,858.72,-20
3578,amazon logistics,groceries,bike,two day,west,hot,29.6,32.62,2,16,no,delivered,4,245.86,-14
3579,amazon logistics,clothing,scooter,same day,south,clear,128.2,1.55,3,8,no,delivered,3,745.65,-5
3580,delhivery,groceries,van,two day,south,foggy,173.2,12.74,6,16,no,delivered,5,904.22,-10
3581,amazon logistics,groceries,van,same day,west,rainy,100.4,30.35,5,8,no,delivered,5,693.05,-3
3582,xpressbees,fragile items,truck,two day,east,stormy,58.6,41.16,6,16,no,delivered,5,416.48,-10
3583,blue dart,furniture,bike,two day,east,foggy,152.7,34.62,8,16,no,delivered,5,867.36,-8
3584,ekart,groceries,ev bike,standard,central,stormy,266.2,30.67,16,24,no,delivered,5,1423.01,-8
3585,xpressbees,groceries,scooter,two day,west,cold,95.9,8.91,3,16,no,delivered,4,506.23,-13
3586,blue dart,pharmacy,truck,same day,central,clear,261.8,39.1,8,8,yes,delayed,3,1526.3,0
3587,fedex,documents,ev van,express,north,rainy,114.6,13.74,7,4,yes,failed,1,664.22,3
3588,xpressbees,fragile items,van,standard,east,stormy,85.1,37.79,7,24,no,delivered,4,538.87,-17
3589,shadowfax,groceries,scooter,express,east,cold,259.5,18.24,6,7,no,delivered,3,1402.22,-1
3590,ecom express,groceries,scooter,same day,central,clear,29.1,22.34,1,8,no,delivered,4,312.52,-7
3591,blue dart,electronics,truck,same day,central,cold,229.5,44.78,6,8,no,delivered,5,1381.84,-2
3592,ekart,fragile items,ev van,same day,south,hot,143.2,8.53,3,8,no,delivered,5,841.59,-5
3593,ecom express,furniture,truck,same day,central,rainy,24.7,30.43,2,8,no,delivered,5,314.79,-6
3594,shadowfax,clothing,scooter,same day,west,hot,202.6,39.79,10,8,yes,failed,2,1232.37,2
3595,ekart,clothing,ev van,same day,south,stormy,111.7,11.7,7,8,no,delivered,5,693.6,-1
3596,ekart,groceries,bike,two day,central,clear,227.3,20.16,9,16,no,delivered,4,1196.98,-7
3597,dhl,fragile items,van,two day,north,clear,154.8,15.5,5,16,no,delivered,3,820.5,-11
3598,fedex,electronics,bike,two day,west,rainy,241.7,37.77,7,16,no,delivered,4,1321.81,-9
3599,ekart,clothing,bike,same day,central,stormy,8.1,30.79,4,8,no,delivered,3,232.87,-4
3600,shadowfax,pharmacy,ev van,standard,west,hot,146.1,24.22,5,24,no,delivered,5,803.16,-19
3601,fedex,furniture,bike,two day,east,clear,150.5,42.73,8,16,no,delivered,5,880.69,-8
3602,shadowfax,automobile parts,ev van,two day,central,stormy,256.7,15.68,13,16,no,delivered,4,1330.54,-3
3603,blue dart,cosmetics,truck,express,north,hot,257.6,10.55,8,7,yes,delayed,3,1369.65,1
3604,shadowfax,pharmacy,scooter,two day,south,foggy,144.5,39.26,8,16,no,delivered,5,840.28,-8
3605,ecom express,groceries,ev van,same day,west,rainy,83.5,16.4,8,8,yes,delayed,2,566.7,0
3606,blue dart,pharmacy,bike,same day,west,rainy,132.6,20.41,8,8,yes,failed,2,824.23,0
